Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
3821,18,Female,Teacher,166434,26084,2,74,0,4914,Product A,2.825465976,41
3822,28,Male,Doctor,259769,22150,9,84,15,4813,Product C,3.969540784,49
3823,25,Female,Engineer,226188,20253,4,2,0,1376,Product E,7.413410306,5
3824,42,Female,Manager,134468,19424,2,80,18,4019,Product E,0.88908956,46
3825,25,Male,Manager,118615,31583,7,49,17,1879,Product E,3.144591735,28
3826,58,Male,Doctor,272626,54669,3,39,19,3999,Product B,6.67779992,32
3827,35,Female,Engineer,281881,59281,9,31,2,2191,Product C,9.225348099,18
3828,60,Male,Teacher,187812,57451,1,14,14,3706,Product A,7.658006389,21
3829,35,Male,Teacher,129649,55449,3,80,23,5953,Product C,9.377679254,54
3830,30,Male,Teacher,30411,24397,5,77,22,3315,Product D,2.258822033,44
3831,25,Female,Doctor,211349,54196,8,49,17,4715,Product D,6.161711878,37
3832,45,Male,Engineer,184314,73422,1,61,25,8448,Product A,0.490953293,56
3833,35,Female,Doctor,286132,59001,6,11,18,6884,Product B,3.592478557,32
3834,55,Male,Manager,219074,35466,2,65,8,2714,Product C,9.866528159,33
3835,62,Female,Manager,148206,48216,1,69,4,7772,Product A,4.27894024,50
3836,48,Male,Teacher,75512,60758,8,97,1,9117,Product C,0.478849706,63
3837,54,Male,Doctor,210695,62834,9,65,20,9000,Product B,0.312929485,58
3838,53,Female,Doctor,250361,29213,8,8,9,8230,Product A,5.87807171,33
3839,24,Female,Engineer,106425,38980,6,11,25,4178,Product A,2.500620348,25
3840,35,Female,Teacher,184738,50409,2,51,6,1102,Product A,4.359861382,22
3841,50,Female,Teacher,298665,42121,8,100,21,5463,Product E,5.435407862,58
3842,25,Female,Engineer,76415,61386,5,55,6,6646,Product C,1.967504621,42
3843,60,Male,Teacher,43561,17127,1,80,19,1477,Product C,2.719650613,37
3844,41,Female,Engineer,217742,62827,5,92,16,4468,Product C,1.440813776,50
3845,37,Female,Doctor,141881,29403,2,17,7,7907,Product A,5.120207542,34
3846,20,Female,Teacher,207744,70971,1,24,12,3730,Product E,6.901061287,24
3847,20,Female,Manager,274798,35312,3,59,7,1871,Product D,9.653399839,28
3848,64,Male,Teacher,195023,21468,6,77,7,2485,Product E,8.128193148,36
3849,18,Female,Engineer,218160,39037,7,69,21,7706,Product E,8.266295078,55
3850,65,Male,Teacher,282229,31384,4,15,1,9422,Product D,0.392901085,36
3851,60,Male,Doctor,168189,38736,8,84,21,6746,Product C,0.264569719,57
3852,27,Male,Teacher,289488,53264,2,70,3,2172,Product E,4.413395636,31
3853,57,Male,Manager,299702,24736,1,89,7,9573,Product D,4.581592241,63
3854,51,Female,Doctor,183263,73292,9,34,1,2458,Product C,9.58390097,19
3855,28,Male,Engineer,214481,17654,1,93,20,4940,Product D,4.777326378,54
3856,35,Male,Doctor,133044,50078,7,94,11,1943,Product C,9.849796345,41
3857,40,Female,Doctor,263621,63630,5,62,18,1211,Product D,8.568289127,30
3858,31,Female,Engineer,56883,70963,2,7,4,8406,Product D,8.948647566,31
3859,55,Male,Teacher,281712,20867,4,99,24,7018,Product D,8.263988385,64
3860,24,Male,Teacher,108656,68114,4,9,22,8074,Product E,6.259526114,37
3861,40,Male,Doctor,48065,28631,10,24,2,5930,Product B,5.051872251,28
3862,63,Male,Teacher,94274,17254,9,67,11,6976,Product C,5.318454943,49
3863,61,Male,Doctor,228379,61206,10,30,16,9857,Product D,7.230700782,48
3864,27,Male,Teacher,139050,31326,6,26,18,2790,Product D,0.408146628,23
3865,58,Male,Manager,164520,35083,4,55,12,1622,Product C,3.517423081,27
3866,33,Male,Manager,229737,21457,6,77,3,5737,Product B,7.258071133,45
3867,58,Male,Teacher,214224,53415,8,48,2,5568,Product B,8.277406023,35
3868,60,Male,Teacher,197481,28039,10,45,10,2169,Product D,2.390745832,25
3869,65,Male,Engineer,203816,45496,5,41,20,4257,Product A,8.225336785,34
3870,46,Female,Teacher,224149,19412,3,13,2,5314,Product B,5.433600457,22
3871,20,Female,Engineer,148635,63570,3,93,23,7863,Product A,7.533009157,64
3872,64,Male,Doctor,40993,38840,9,45,24,2325,Product E,6.960084572,30
3873,24,Male,Teacher,235476,19117,2,95,17,2163,Product E,7.212277268,44
3874,46,Female,Teacher,127570,68992,6,75,23,8635,Product B,4.856585897,61
3875,29,Female,Teacher,208120,48896,3,56,11,8013,Product E,4.13564023,49
3876,26,Female,Teacher,56831,58749,4,76,9,1228,Product C,2.477578918,32
3877,62,Female,Manager,178269,44868,1,31,8,9574,Product C,0.714097788,44
3878,24,Female,Manager,259608,51572,8,42,2,6800,Product C,9.325338095,37
3879,26,Female,Engineer,71456,39739,9,25,1,7837,Product E,7.613855476,34
3880,41,Male,Teacher,140578,64582,9,88,15,8697,Product E,4.033962669,63
3881,63,Female,Manager,167892,60901,5,100,21,7618,Product A,4.991161532,65
3882,62,Male,Teacher,143355,66268,7,76,14,2361,Product A,9.464717661,37
3883,24,Male,Doctor,49125,27838,7,34,2,2223,Product E,6.788298143,19
3884,36,Male,Teacher,217233,68794,8,64,25,2819,Product D,1.835934277,39
3885,19,Female,Teacher,132842,53470,1,70,1,2803,Product D,5.353759048,33
3886,28,Female,Manager,104372,65048,7,33,19,9392,Product B,2.050275133,48
3887,23,Male,Engineer,43812,40550,8,8,23,9430,Product E,1.899062419,41
3888,19,Male,Manager,201048,55870,8,9,11,9904,Product A,5.657275313,39
3889,57,Female,Teacher,94814,19279,5,42,23,2017,Product B,8.5138016,28
3890,22,Male,Doctor,33162,45635,7,83,6,7357,Product A,7.282976063,54
3891,47,Male,Teacher,80852,31514,4,36,8,2438,Product D,9.265606202,22
3892,58,Female,Teacher,66149,42895,7,0,3,7633,Product D,4.973363765,26
3893,48,Male,Teacher,86023,40521,3,31,8,5177,Product B,0.659296862,30
3894,60,Male,Manager,234032,17917,7,26,5,4943,Product C,8.375226939,26
3895,37,Male,Manager,70632,38826,6,66,11,7652,Product A,1.467670007,51
3896,24,Male,Doctor,231066,38529,5,0,5,7662,Product E,8.46082026,27
3897,19,Female,Engineer,222592,37363,3,82,11,9871,Product C,9.189131427,63
3898,22,Female,Engineer,119353,54589,5,90,15,4157,Product A,4.263755477,48
3899,24,Male,Manager,293242,26372,2,34,16,4926,Product E,1.781822663,33
3900,42,Female,Teacher,175621,19135,4,67,4,9409,Product E,0.583365476,55
3901,63,Male,Engineer,291925,21625,10,84,13,7879,Product C,5.334834858,58
3902,44,Female,Teacher,36950,41926,1,0,0,7139,Product A,9.352748726,23
3903,30,Female,Doctor,257532,72342,1,16,1,8085,Product D,6.01828575,32
3904,57,Female,Engineer,211668,39277,5,3,20,2032,Product A,9.986547278,14
3905,49,Female,Doctor,47193,49051,10,31,8,3483,Product A,9.850071786,24
3906,40,Male,Manager,253232,54878,9,54,2,9563,Product E,2.64258913,50
3907,51,Female,Manager,116109,66802,8,72,23,8349,Product D,8.281393634,59
3908,30,Male,Doctor,193367,40570,3,8,13,1018,Product B,3.241028034,10
3909,62,Female,Doctor,249664,15124,1,47,2,8651,Product E,3.484736154,45
3910,61,Female,Manager,199539,51706,10,100,24,1770,Product A,4.445308499,47
3911,56,Female,Doctor,93026,58099,1,10,19,8769,Product D,0.149915927,38
3912,57,Female,Engineer,221843,20677,7,21,24,8846,Product C,7.297105671,44
3913,36,Female,Teacher,128636,66903,7,14,3,8189,Product B,7.04338457,32
3914,59,Male,Engineer,243759,35914,2,75,14,2454,Product C,3.090391797,37
3915,55,Male,Engineer,72940,20326,8,16,6,5333,Product A,8.471707351,25
3916,62,Male,Teacher,122187,55041,1,15,11,3453,Product E,9.629079652,20
3917,32,Female,Teacher,80290,67687,8,76,18,2935,Product E,5.354716144,41
3918,55,Male,Engineer,177311,36760,7,53,10,6952,Product A,4.027664713,44
3919,57,Female,Doctor,274834,20787,6,7,11,7021,Product B,9.770345019,29
3920,31,Female,Engineer,145606,53917,4,48,20,5573,Product C,1.814524976,41
3921,43,Male,Doctor,45179,46485,7,79,16,1941,Product A,8.638182878,38
3922,31,Female,Manager,62680,16328,3,82,0,1387,Product C,3.566457982,31
3923,55,Female,Doctor,47083,45781,1,86,18,3175,Product B,4.453484489,45
3924,20,Male,Doctor,83511,65836,7,67,16,6246,Product A,3.886221723,48
3925,64,Female,Engineer,53996,55202,5,57,3,7226,Product C,6.959669193,44
3926,48,Male,Manager,213867,69032,5,100,14,6494,Product A,8.373897845,59
3927,48,Female,Teacher,217568,47270,10,86,12,7568,Product A,9.560522138,57
3928,25,Male,Manager,34202,33824,9,35,18,6065,Product C,3.67550371,37
3929,29,Female,Teacher,134136,48526,10,57,20,4729,Product C,6.343092102,41
3930,25,Female,Manager,273843,20747,2,42,15,7207,Product B,8.679261496,43
3931,41,Male,Manager,210430,49908,1,65,23,7296,Product E,7.251508377,53
3932,21,Female,Manager,203871,73689,2,35,13,7991,Product C,1.053409908,42
3933,18,Male,Teacher,142857,57964,10,49,12,1066,Product B,0.998825811,23
3934,46,Female,Engineer,89575,56971,4,75,12,8659,Product C,8.008006584,57
3935,42,Female,Teacher,265403,39477,7,76,3,2062,Product A,0.357860324,33
3936,61,Male,Manager,262626,65445,2,8,6,2132,Product B,4.989854738,11
3937,62,Male,Teacher,139068,17492,9,58,10,8688,Product D,3.528912476,51
3938,35,Male,Engineer,205052,22763,2,81,17,3132,Product A,8.363834599,43
3939,19,Female,Doctor,121084,15361,5,19,25,6362,Product B,1.433797331,35
3940,52,Female,Manager,65450,59539,9,14,7,3240,Product B,5.84650347,17
3941,60,Male,Teacher,65258,19056,8,40,10,4216,Product A,6.059158292,30
3942,39,Male,Engineer,208704,72361,9,90,13,9952,Product C,9.679619977,67
3943,37,Male,Manager,162601,68149,6,61,9,8842,Product A,5.346929296,52
3944,34,Female,Teacher,39478,18055,1,77,22,2427,Product B,1.608437041,41
3945,65,Female,Manager,46998,17681,5,50,23,4267,Product A,2.364408036,38
3946,39,Female,Teacher,217554,63953,10,45,3,2852,Product C,0.512337624,25
3947,58,Male,Engineer,41718,38416,2,36,9,3269,Product E,7.968580817,25
3948,28,Female,Manager,53883,66619,8,0,22,2544,Product A,9.782284271,15
3949,59,Female,Teacher,44729,28714,3,25,24,8624,Product B,7.949609868,45
3950,27,Female,Doctor,126275,17993,5,23,23,3615,Product A,4.551981916,27
3951,25,Male,Manager,41983,16639,1,23,20,1679,Product C,9.660458415,19
3952,43,Male,Doctor,78630,61182,2,40,15,9083,Product D,9.430159553,48
3953,48,Female,Manager,152112,21975,1,94,22,6238,Product D,7.211952071,59
3954,53,Female,Engineer,195537,24970,8,12,17,9164,Product A,9.832285984,40
3955,42,Female,Doctor,259899,67552,10,3,18,4180,Product E,7.825227167,20
3956,41,Male,Doctor,146740,58849,7,14,12,9043,Product D,4.949729977,38
3957,25,Female,Manager,268040,33419,8,23,6,8897,Product D,7.297447843,39
3958,43,Male,Doctor,78477,73472,7,43,14,6414,Product B,7.20581274,40
3959,26,Male,Teacher,109680,50141,9,84,0,4161,Product C,2.862646508,41
3960,37,Male,Teacher,97511,64003,1,65,3,9369,Product A,8.568975625,53
3961,50,Male,Manager,176049,37266,2,11,5,7949,Product C,7.745525712,31
3962,30,Female,Engineer,142932,47680,10,100,1,6264,Product B,9.492057527,54
3963,63,Female,Doctor,66066,67033,5,24,16,5841,Product A,2.799240126,32
3964,52,Female,Doctor,122980,33100,4,63,5,5814,Product A,7.743254493,42
3965,53,Male,Doctor,283320,39258,6,49,5,3210,Product B,1.151670464,28
3966,60,Male,Engineer,135257,28157,9,84,4,6955,Product E,6.663869898,52
3967,25,Female,Engineer,87351,29583,5,48,19,5177,Product C,2.681967798,39
3968,37,Female,Teacher,211043,61276,7,57,11,7693,Product D,7.738636899,48
3969,54,Female,Doctor,233903,20439,10,46,14,9522,Product A,5.981222544,51
3970,37,Male,Manager,59077,37820,6,43,24,4230,Product E,0.570284743,36
3971,48,Male,Engineer,95848,25293,4,53,8,2864,Product A,4.205672652,29
3972,62,Male,Doctor,86006,15545,3,31,11,6873,Product B,5.012219991,36
3973,22,Male,Manager,284817,32177,5,32,16,1039,Product C,7.086139377,19
3974,29,Male,Manager,208983,32267,3,31,22,2013,Product D,9.254077696,24
3975,53,Male,Doctor,294875,27584,4,100,23,1503,Product B,5.671193452,46
3976,45,Female,Engineer,224099,36245,3,66,24,4806,Product E,7.703068171,46
3977,25,Male,Doctor,79205,54045,7,71,9,7252,Product C,2.552257316,50
3978,47,Male,Engineer,107820,20549,10,69,10,3080,Product E,4.491695398,36
3979,24,Female,Engineer,152396,71063,2,9,3,3212,Product B,2.000062704,14
3980,23,Male,Teacher,127647,56081,6,51,7,9548,Product E,5.450238042,51
3981,54,Female,Manager,280578,46531,6,85,16,2943,Product B,4.473800052,43
3982,50,Female,Doctor,158754,48461,4,78,11,1598,Product B,8.486145061,34
3983,55,Male,Engineer,163682,45515,6,99,12,1101,Product A,9.706656986,40
3984,50,Male,Engineer,119064,61394,3,51,9,5281,Product C,4.775524767,37
3985,23,Female,Doctor,230870,37466,6,46,14,1700,Product A,0.551805049,25
3986,60,Female,Doctor,222377,21457,10,44,4,6283,Product B,2.761658313,36
3987,59,Male,Engineer,220510,38746,2,6,13,6534,Product D,2.344723595,28
3988,36,Female,Engineer,50303,72628,9,29,21,5109,Product B,5.541011485,33
3989,42,Female,Teacher,272825,50090,4,33,13,6157,Product E,5.927568877,35
3990,51,Female,Teacher,223218,44456,1,18,5,4476,Product E,6.387209946,22
3991,42,Female,Doctor,265784,41202,7,48,21,5529,Product E,9.933809284,41
3992,58,Male,Doctor,114328,49805,8,38,16,7089,Product D,7.032377406,41
3993,27,Male,Doctor,141566,43390,10,97,19,6816,Product E,5.135928174,61
3994,38,Male,Doctor,126152,62937,9,27,1,8082,Product D,6.345361614,36
3995,56,Male,Engineer,74093,19370,1,3,16,5147,Product E,7.508764778,23
3996,52,Male,Manager,149520,33105,5,51,10,9748,Product D,7.818015784,52
3997,22,Female,Doctor,112048,40391,7,39,21,9618,Product D,4.038787235,52
3998,29,Female,Teacher,207960,15090,6,87,0,1921,Product C,3.595598556,35
3999,47,Female,Engineer,101430,15521,8,26,15,3553,Product B,3.177985644,25
4000,22,Female,Engineer,46567,48394,3,45,5,6207,Product C,6.262545877,37
4001,55,Male,Teacher,94532,68925,3,12,25,7917,Product C,5.737474328,38
4002,42,Female,Teacher,210723,50930,6,77,21,4345,Product D,6.574532528,47
4003,25,Male,Doctor,265575,70248,3,28,20,4498,Product E,5.844345625,30
4004,45,Male,Teacher,136294,51805,8,39,8,2099,Product C,7.545559649,22
4005,21,Female,Teacher,75539,30105,10,32,21,8226,Product E,7.294782777,45
4006,58,Male,Teacher,173203,69673,5,67,1,2926,Product C,4.404844686,32
4007,57,Male,Teacher,151888,58876,1,39,0,4643,Product A,6.135901527,28
4008,26,Male,Teacher,110025,18656,6,44,12,3309,Product C,6.998510537,29
4009,39,Female,Doctor,126781,70311,3,6,4,9804,Product E,5.886049277,36
4010,56,Male,Manager,160737,20386,7,2,20,4531,Product A,1.389058307,22
4011,29,Female,Manager,182808,54507,2,11,16,6350,Product C,9.47343658,30
4012,49,Male,Teacher,89956,74186,3,6,2,2592,Product A,5.742816473,11
4013,48,Male,Engineer,94019,32580,8,9,25,5129,Product D,7.162748937,28
4014,61,Male,Engineer,200568,25152,8,100,5,3725,Product C,4.785050735,47
4015,48,Female,Manager,224420,33331,9,82,21,8070,Product B,9.825629388,61
4016,49,Female,Manager,269036,33729,5,55,10,5453,Product B,2.060937836,39
4017,18,Male,Doctor,275532,50248,6,69,0,6200,Product B,6.454059262,43
4018,52,Female,Engineer,263084,41758,6,35,6,2560,Product D,4.252352378,22
4019,32,Male,Teacher,278974,20368,3,88,14,7172,Product C,5.737933158,57
4020,33,Female,Engineer,53582,30119,7,2,23,5649,Product C,7.548521851,27
4021,36,Female,Manager,256727,68511,3,0,4,7177,Product C,6.200804714,25
4022,27,Female,Manager,152905,50844,9,98,16,6139,Product D,4.021654292,58
4023,36,Male,Teacher,71119,36429,8,44,15,3514,Product B,9.47943996,31
4024,35,Female,Doctor,53870,28161,10,56,25,6560,Product E,0.309721404,48
4025,26,Female,Manager,73058,43045,8,18,5,9506,Product C,6.505128553,39
4026,47,Female,Doctor,154518,51382,6,85,19,1595,Product B,4.058420087,39
4027,43,Male,Doctor,193800,48651,3,7,11,6334,Product E,1.440324824,27
4028,64,Male,Doctor,260152,54059,3,63,3,7710,Product E,4.754194386,47
4029,46,Female,Doctor,162105,46281,10,22,22,4644,Product A,3.636866218,30
4030,52,Male,Manager,269443,42777,7,77,4,5045,Product B,8.340689341,43
4031,51,Male,Teacher,106430,63294,10,43,3,1676,Product D,0.899358448,20
4032,36,Female,Manager,265907,57925,5,97,14,4952,Product C,3.376981948,53
4033,59,Female,Teacher,144004,33862,8,77,21,7785,Product A,6.285207629,58
4034,21,Female,Manager,119948,39612,1,68,13,4874,Product B,5.211161545,43
4035,38,Male,Teacher,268790,69212,2,88,24,3898,Product B,2.709531757,50
4036,26,Female,Engineer,196963,46508,6,93,10,9963,Product B,2.241313331,67
4037,47,Female,Doctor,249403,40504,5,96,5,5136,Product C,0.516975502,50
4038,57,Female,Teacher,299185,17763,7,98,5,7951,Product D,9.953980336,60
4039,25,Male,Engineer,88717,29734,7,0,22,9222,Product E,8.268009705,38
4040,49,Male,Teacher,123671,26724,6,4,5,1796,Product A,5.972106061,8
4041,36,Female,Teacher,52993,54391,3,74,10,7673,Product A,1.447337536,53
4042,47,Female,Doctor,239288,56286,1,8,5,1684,Product E,7.909035847,9
4043,54,Female,Engineer,72383,40305,6,40,22,1631,Product D,5.684423755,26
4044,48,Female,Manager,202723,30947,2,43,7,1642,Product D,5.181302047,22
4045,19,Male,Doctor,59397,30818,8,94,25,4414,Product C,8.883853086,54
4046,58,Male,Engineer,110951,71272,1,87,22,2938,Product A,3.238491852,46
4047,48,Male,Engineer,81570,67161,4,1,9,6888,Product C,0.029591044,26
4048,51,Female,Doctor,91597,25236,6,49,24,2587,Product D,8.394761908,32
4049,46,Male,Doctor,92803,22057,1,70,19,2020,Product C,8.656571122,36
4050,53,Male,Doctor,236203,48466,8,25,17,8202,Product D,6.048806883,41
4051,28,Male,Engineer,127973,67759,6,2,15,6055,Product C,7.064653293,25
4052,22,Female,Doctor,188656,48113,5,47,14,9237,Product B,5.598777299,51
4053,18,Male,Doctor,295641,23507,2,47,24,3793,Product B,5.943464374,36
4054,53,Female,Doctor,69747,44049,9,97,25,1937,Product E,4.250921861,47
4055,63,Male,Teacher,204688,32919,10,58,5,7565,Product A,8.173216838,46
4056,63,Male,Teacher,275330,17885,3,85,5,8959,Product D,7.516040745,59
4057,29,Female,Teacher,297520,19473,1,31,23,8080,Product B,9.514285481,44
4058,48,Male,Engineer,251214,59490,4,66,3,2851,Product A,2.113271606,32
4059,52,Female,Engineer,190745,56985,2,75,0,8365,Product E,5.357968399,52
4060,41,Male,Manager,269635,38926,2,16,15,2370,Product C,4.113410006,18
4061,20,Female,Engineer,202555,55898,7,58,2,8375,Product D,0.276704632,47
4062,41,Male,Doctor,186494,45601,2,50,20,7355,Product E,4.701393499,47
4063,59,Male,Manager,189644,65012,4,45,2,4149,Product D,4.931558374,29
4064,30,Female,Doctor,170474,17251,2,52,1,4544,Product A,3.634280443,32
4065,43,Female,Engineer,174161,38905,1,71,1,5263,Product A,4.906253212,41
4066,37,Female,Teacher,296385,63020,10,35,14,4756,Product B,2.509797322,32
4067,35,Male,Engineer,280140,40579,9,43,13,4578,Product E,5.765445903,33
4068,27,Female,Manager,106507,50055,6,13,20,6359,Product D,6.102592829,32
4069,22,Female,Manager,265342,64985,3,55,8,8462,Product D,1.929028203,49
4070,39,Female,Engineer,133635,34526,1,40,25,6148,Product E,9.915215524,42
4071,44,Male,Teacher,138477,33975,4,4,3,2723,Product D,1.689307663,11
4072,47,Male,Teacher,114302,33125,4,55,2,6123,Product B,0.409290074,39
4073,42,Female,Doctor,296523,43129,7,24,14,3964,Product C,6.324050698,25
4074,63,Male,Engineer,214069,66932,1,95,6,9379,Product C,9.863742496,64
4075,37,Male,Doctor,63655,65713,7,9,25,4497,Product D,4.443566827,26
4076,47,Female,Manager,110926,45855,2,23,15,7785,Product A,7.268580472,38
4077,65,Female,Manager,263339,72329,5,5,2,2530,Product D,4.44429663,10
4078,22,Male,Engineer,291494,16063,5,87,13,4181,Product E,6.809822987,47
4079,56,Male,Teacher,190145,21861,7,71,23,9912,Product C,6.391571842,64
4080,32,Male,Engineer,78517,58238,5,28,15,3734,Product C,7.637357696,26
4081,34,Male,Teacher,155782,25191,1,37,9,1159,Product D,3.023211242,19
4082,24,Male,Engineer,181990,17141,10,49,23,4040,Product D,5.42930284,37
4083,35,Female,Manager,275405,24133,9,30,15,2191,Product A,3.398147678,22
4084,53,Male,Doctor,50079,47360,9,22,16,1348,Product E,4.400199841,17
4085,51,Male,Teacher,289894,56002,5,52,16,1347,Product B,9.114611453,27
4086,33,Female,Manager,90039,65846,7,47,22,3456,Product D,1.270858382,34
4087,51,Female,Teacher,166283,66399,3,93,4,2060,Product B,8.156918824,39
4088,59,Female,Doctor,94524,58237,8,23,25,9545,Product A,9.588346333,47
4089,36,Male,Doctor,91184,17542,4,70,14,2372,Product B,9.068015831,35
4090,52,Male,Teacher,249980,55590,5,58,1,5885,Product E,1.975345836,39
4091,18,Female,Teacher,102768,41517,7,80,1,5785,Product D,8.183918783,46
4092,30,Male,Doctor,113138,59418,7,96,6,7825,Product D,0.316835218,60
4093,49,Female,Engineer,270388,46437,8,52,24,6392,Product D,0.750073359,46
4094,61,Female,Engineer,105874,16448,9,7,19,7110,Product B,9.686921494,32
4095,39,Female,Doctor,140141,55570,1,91,4,5834,Product E,6.52258468,51
4096,24,Male,Teacher,185501,24476,1,38,15,7502,Product E,0.940057488,42
4097,62,Female,Manager,184101,18525,9,53,6,3708,Product B,4.518486393,32
4098,20,Male,Manager,162228,45719,3,17,2,6930,Product D,5.161742516,29
4099,53,Female,Manager,139740,68791,6,16,1,1205,Product E,1.424833245,9
4100,42,Female,Doctor,106086,47455,10,21,6,5996,Product D,6.126356029,28
4101,27,Female,Manager,106932,50690,2,40,7,6463,Product D,5.185230563,37
4102,54,Male,Manager,272373,69917,3,5,24,3313,Product D,2.232135887,20
4103,56,Male,Engineer,193490,57399,8,20,15,5719,Product B,4.245501833,30
4104,35,Male,Teacher,144996,43160,2,100,6,8712,Product E,4.111943541,64
4105,51,Female,Doctor,200798,37008,7,13,15,3436,Product C,3.717490895,20
4106,35,Female,Manager,86524,74997,7,13,25,6535,Product A,0.691740647,34
4107,31,Male,Engineer,231250,73479,4,66,0,2794,Product E,8.411699377,31
4108,30,Female,Engineer,186026,60591,5,53,4,3206,Product E,9.317276905,29
4109,29,Female,Teacher,178150,30483,5,33,23,6911,Product C,4.750793483,41
4110,31,Male,Teacher,210668,28041,4,56,11,5743,Product C,3.161312871,41
4111,57,Female,Manager,119911,35489,5,29,23,2348,Product D,9.750213014,25
4112,37,Female,Teacher,178355,56982,5,75,8,5969,Product D,6.160183929,47
4113,27,Female,Manager,226463,35330,1,71,2,3365,Product C,2.203213787,35
4114,52,Male,Doctor,43329,66606,3,50,25,9316,Product A,1.840941819,56
4115,42,Male,Engineer,272166,63980,1,46,12,4262,Product A,1.571416254,33
4116,36,Female,Engineer,259550,66159,1,54,6,7177,Product C,3.232765372,43
4117,53,Male,Doctor,124012,62617,10,22,18,7757,Product E,6.525152302,39
4118,40,Male,Teacher,155555,44676,10,93,20,2253,Product D,3.572266293,45
4119,35,Male,Manager,143266,28534,5,17,24,7276,Product D,3.41630337,37
4120,24,Female,Doctor,110984,18286,9,94,7,9146,Product D,0.158941132,64
4121,30,Female,Manager,294274,71158,10,0,22,4883,Product A,8.422568313,23
4122,22,Male,Manager,147060,71321,3,20,25,5380,Product D,3.333020217,32
4123,31,Male,Engineer,64873,64315,5,2,13,9688,Product D,3.107759841,37
4124,48,Female,Doctor,245214,28320,5,53,17,2030,Product E,9.632513166,30
4125,61,Male,Teacher,195218,71427,2,52,23,8479,Product D,5.298682341,53
4126,42,Male,Engineer,224053,56704,3,17,20,2084,Product A,3.427229965,19
4127,18,Male,Doctor,69896,39269,1,92,17,3802,Product B,6.722739662,49
4128,42,Female,Engineer,36008,64086,3,69,25,8772,Product C,1.361726029,60
4129,33,Female,Doctor,60322,71692,5,96,23,7180,Product E,6.191804896,63
4130,45,Male,Teacher,171834,47139,5,10,20,9610,Product D,1.1774869,42
4131,20,Male,Doctor,244605,16253,10,43,0,2435,Product E,4.157999188,22
4132,50,Female,Engineer,105482,39894,1,2,2,9632,Product E,0.55268945,33
4133,28,Female,Engineer,86721,29407,3,14,23,6838,Product E,5.114449631,35
4134,34,Female,Doctor,180559,20042,7,29,19,9535,Product E,3.817433457,47
4135,49,Female,Manager,134050,46587,8,28,2,3788,Product A,6.084220631,22
4136,57,Female,Manager,275206,36724,6,82,2,8291,Product C,6.835060583,55
4137,58,Male,Doctor,228908,74200,1,69,10,5170,Product C,3.21012221,43
4138,28,Male,Engineer,211799,16717,7,7,1,5262,Product A,4.015131936,20
4139,51,Male,Engineer,124137,18061,1,47,19,6676,Product B,8.101778602,44
4140,30,Male,Doctor,174739,27587,5,67,18,7490,Product A,2.651667173,53
4141,37,Female,Teacher,261093,64530,7,0,20,9373,Product A,9.687885918,37
4142,59,Male,Engineer,97504,29182,7,81,10,9633,Product D,9.217824452,62
4143,39,Female,Doctor,130997,41343,10,17,20,1303,Product E,9.651953222,16
4144,35,Male,Teacher,191519,38773,7,37,23,2884,Product D,4.526133582,29
4145,57,Male,Engineer,137931,45286,2,69,6,5084,Product E,7.100775839,41
4146,62,Male,Doctor,125676,56083,1,10,18,7165,Product C,1.208566651,33
4147,57,Female,Manager,167155,41686,6,3,20,8667,Product E,8.928551467,36
4148,27,Female,Doctor,219578,50474,6,11,6,3920,Product A,5.264390652,18
4149,36,Male,Manager,273816,36558,9,56,2,6084,Product C,3.599178879,39
4150,19,Female,Doctor,67109,33800,8,86,10,6734,Product B,5.07770198,54
4151,28,Male,Doctor,105694,39698,2,53,7,1515,Product E,8.332589002,25
4152,55,Male,Manager,190988,34575,6,61,2,6349,Product A,9.911482306,42
4153,47,Female,Teacher,79274,48553,3,67,15,5876,Product D,8.798331299,46
4154,38,Male,Teacher,44047,66094,2,5,2,3536,Product A,5.731680012,14
4155,57,Male,Teacher,273745,44676,3,31,8,5605,Product C,5.931500365,31
4156,55,Female,Doctor,207545,15202,1,37,15,1533,Product C,1.68219633,22
4157,31,Male,Engineer,66816,68217,9,12,25,7540,Product A,3.734234032,37
4158,27,Female,Teacher,123759,61557,6,96,1,3949,Product D,7.642379494,45
4159,48,Female,Manager,49992,33834,8,46,19,2742,Product A,8.457546532,30
4160,28,Male,Manager,83127,21155,5,28,24,6834,Product A,4.061613248,40
4161,25,Female,Manager,164219,39961,8,29,17,9537,Product B,8.80504995,47
4162,65,Female,Engineer,261987,46379,9,32,21,6037,Product A,6.850572417,37
4163,58,Male,Engineer,267998,27031,4,9,21,7003,Product D,5.477116562,33
4164,25,Male,Doctor,86191,36329,2,71,6,4004,Product B,2.167571513,39
4165,34,Male,Manager,169998,74002,1,52,15,3493,Product A,0.96079888,33
4166,28,Male,Manager,249721,54655,8,9,2,3996,Product B,2.337793679,16
4167,24,Male,Teacher,283234,71465,8,19,21,1733,Product C,5.255737372,19
4168,45,Female,Doctor,219217,62170,7,0,6,5750,Product A,0.32691929,21
4169,20,Male,Teacher,111401,70828,10,39,19,2141,Product B,2.436662543,26
4170,31,Female,Engineer,180975,18786,2,46,16,1316,Product C,2.371599946,25
